2023-03-12 14:07:07,084 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10002 type:create cxid:0xf zxid:0x15 txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2023-03-12 14:07:07,087 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10002 type:create cxid:0x10 zxid:0x16 txntype:-1 reqpath:n/a Error Path:/dubbo/com.dubbo.api.UserService Error:KeeperErrorCode = NodeExists for /dubbo/com.dubbo.api.UserService
2023-03-12 14:20:37,862 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@357] - caught end of stream exception
EndOfStreamException: Unable to read additional data from client sessionid 0x186d4632fc10002, likely client has closed socket
	at org.apache.zookeeper.server.NIOServerCnxn.doIO(NIOServerCnxn.java:228)
	at org.apache.zookeeper.server.NIOServerCnxnFactory.run(NIOServerCnxnFactory.java:203)
	at java.lang.Thread.run(Thread.java:745)
2023-03-12 14:20:37,885 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /127.0.0.1:61729 which had sessionid 0x186d4632fc10002
2023-03-12 14:20:49,062 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:61927
2023-03-12 14:20:49,073 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /127.0.0.1:61927
2023-03-12 14:20:49,075 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x186d4632fc10003 with negotiated timeout 30000 for client /127.0.0.1:61927
2023-03-12 14:20:49,134 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10003 type:create cxid:0x1 zxid:0x19 txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2023-03-12 14:20:49,153 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10003 type:create cxid:0x2 zxid:0x1a txntype:-1 reqpath:n/a Error Path:/dubbo/com.dubbo.api.UserService Error:KeeperErrorCode = NodeExists for /dubbo/com.dubbo.api.UserService
2023-03-12 14:20:49,155 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10003 type:create cxid:0x3 zxid:0x1b txntype:-1 reqpath:n/a Error Path:/dubbo/com.dubbo.api.UserService/consumers Error:KeeperErrorCode = NodeExists for /dubbo/com.dubbo.api.UserService/consumers
2023-03-12 14:20:49,164 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10003 type:create cxid:0x5 zxid:0x1d txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2023-03-12 14:20:49,166 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10003 type:create cxid:0x6 zxid:0x1e txntype:-1 reqpath:n/a Error Path:/dubbo/com.dubbo.api.UserService Error:KeeperErrorCode = NodeExists for /dubbo/com.dubbo.api.UserService
2023-03-12 14:20:49,169 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10003 type:create cxid:0x7 zxid:0x1f txntype:-1 reqpath:n/a Error Path:/dubbo/com.dubbo.api.UserService/providers Error:KeeperErrorCode = NodeExists for /dubbo/com.dubbo.api.UserService/providers
2023-03-12 14:20:49,187 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x186d4632fc10003 type:create cxid:0xa zxid:0x20 txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
